# STTS Energy State — NORAD 44929 (STARLINK-1121)
# decay_epoch: 2023-03-09
# mu_nominal: -0.152688
# Markov cells: 20  MC samples: 10000  MC horizon: 10
# Dt=10 windows at training stride=5 TLE records/stride.
# Physical time per MC step is variable: ~2.5 days during active decay,
# ~5 weeks at operational altitude. Dt=10 steps ~ 25 days (decay) to ~1 year (operational).
t,days_to_reentry,M2_cell,H_t,p_t,P_forward,P_forward_ci_lo,P_forward_ci_hi,artifact_flag
495,986.08,17,0.041874,0.0000,0.040200,0.036523,0.044230,0
496,985.67,17,0.042339,0.0000,0.047900,0.043885,0.052262,0
497,985.58,17,0.048115,0.0000,0.048100,0.044077,0.052470,0
498,985.42,17,0.035089,0.0000,0.048300,0.044268,0.052678,0
499,985.33,17,0.019155,0.0000,0.046500,0.042544,0.050804,0
500,985.17,17,0.000815,0.0000,0.045600,0.041683,0.049866,0
501,985.08,17,0.008397,0.0000,0.042000,0.038241,0.046111,0
502,984.83,17,0.007401,0.0000,0.048000,0.043981,0.052366,0
503,984.75,17,0.002489,0.0000,0.042400,0.038623,0.046528,0
504,984.67,17,0.026143,0.0000,0.044300,0.040439,0.048511,0
505,984.50,17,0.009821,0.0000,0.047300,0.043310,0.051637,0
506,984.33,17,0.019316,0.0000,0.048100,0.044077,0.052470,0
507,984.08,17,0.057108,0.0000,0.045800,0.041874,0.050075,0
508,983.83,17,0.072769,0.0000,0.044600,0.040726,0.048824,0
509,983.75,17,0.070972,0.0000,0.046000,0.042066,0.050283,0
510,983.67,17,0.051701,0.0000,0.045800,0.041874,0.050075,0
511,983.50,17,0.038833,0.0000,0.043200,0.039388,0.047363,0
512,983.25,17,0.058026,0.0000,0.042500,0.038719,0.046633,0
513,983.08,17,0.058502,0.0000,0.045200,0.041300,0.049449,0
514,982.83,17,0.065435,0.0000,0.047900,0.043885,0.052262,0
515,982.75,17,0.146735,0.0000,0.044000,0.040152,0.048198,0
516,982.58,17,0.128549,0.0000,0.047400,0.043406,0.051741,0
517,982.50,17,0.149241,0.0000,0.048100,0.044077,0.052470,0
518,982.42,9,0.184280,0.0000,0.088800,0.083381,0.094534,0
519,982.33,9,0.215556,0.0000,0.093300,0.087754,0.099158,0
520,981.83,9,0.207859,0.0000,0.092900,0.087366,0.098747,0
521,981.50,9,0.192758,0.0000,0.092500,0.086977,0.098336,0
522,981.42,17,0.167344,0.0000,0.042500,0.038719,0.046633,0
523,981.33,17,0.167369,0.0000,0.047100,0.043119,0.051429,0
524,981.08,17,0.143340,0.0000,0.047300,0.043310,0.051637,0
525,980.83,17,0.141690,0.0000,0.047100,0.043119,0.051429,0
526,980.58,17,0.142072,0.0000,0.042500,0.038719,0.046633,0
527,980.50,17,0.129455,0.0000,0.048000,0.043981,0.052366,0
528,980.42,17,0.085919,0.0000,0.045800,0.041874,0.050075,0
529,980.33,17,0.046982,0.0000,0.044600,0.040726,0.048824,0
530,980.17,17,0.005664,0.0000,0.045600,0.041683,0.049866,0
531,980.08,17,0.021786,0.0000,0.047200,0.043215,0.051533,0
532,980.00,17,0.030967,0.0000,0.044500,0.040630,0.048720,0
533,979.83,17,0.053772,0.0000,0.049300,0.045227,0.053719,0
534,979.58,17,0.048755,0.0000,0.045800,0.041874,0.050075,0
535,979.50,17,0.021969,0.0000,0.045600,0.041683,0.049866,0
536,979.17,3,0.054959,0.0000,0.028800,0.025699,0.032263,0
537,979.08,3,0.107491,0.0000,0.030200,0.027022,0.033739,0
538,978.92,3,0.125564,0.0000,0.029200,0.026076,0.032685,0
539,978.83,3,0.136168,0.0000,0.028200,0.025132,0.031630,0
540,978.75,3,0.115953,0.0000,0.025300,0.022400,0.028565,0
541,978.58,3,0.079121,0.0000,0.030500,0.027306,0.034055,0
542,978.50,3,0.070091,0.0000,0.029800,0.026644,0.033318,0
543,978.33,3,0.083471,0.0000,0.025300,0.022400,0.028565,0
544,978.17,3,0.118202,0.0000,0.028100,0.025038,0.031525,0
545,978.08,3,0.202376,0.0000,0.028600,0.025510,0.032052,0
546,978.00,3,0.209934,0.0000,0.031400,0.028158,0.035002,0
547,977.83,3,0.204379,0.0000,0.028300,0.025226,0.031736,0
548,977.58,3,0.173631,0.0000,0.029800,0.026644,0.033318,0
549,977.50,3,0.145228,0.0000,0.027100,0.024094,0.030469,0
550,977.42,3,0.147631,0.0000,0.027400,0.024377,0.030786,0
551,977.25,3,0.126116,0.0000,0.030200,0.027022,0.033739,0
552,977.08,3,0.120919,0.0000,0.028800,0.025699,0.032263,0
553,976.92,3,0.100400,0.0000,0.027700,0.024660,0.031102,0
554,976.83,3,0.089248,0.0000,0.029400,0.026265,0.032896,0
555,976.67,3,0.080327,0.0000,0.029700,0.026549,0.033212,0
556,976.50,17,0.031406,0.0000,0.049600,0.045515,0.054031,0
557,976.42,17,0.006954,0.0000,0.048200,0.044173,0.052574,0
558,976.17,17,0.039166,0.0000,0.042700,0.038910,0.046841,0
559,976.08,17,0.023838,0.0000,0.044900,0.041013,0.049137,0
560,975.83,3,0.129173,0.0000,0.026700,0.023718,0.030046,0
561,975.83,17,0.036192,0.0000,0.047300,0.043310,0.051637,0
562,975.67,3,0.108071,0.0000,0.028200,0.025132,0.031630,0
563,975.42,3,0.125329,0.0000,0.029700,0.026549,0.033212,0
564,975.17,3,0.134284,0.0000,0.027900,0.024849,0.031314,0
565,975.08,3,0.122435,0.0000,0.028700,0.025604,0.032158,0
566,974.50,3,0.134902,0.0000,0.026900,0.023906,0.030257,0
567,974.08,3,0.147774,0.0000,0.027900,0.024849,0.031314,0
568,973.42,3,0.131018,0.0000,0.030300,0.027117,0.033844,0
569,973.08,3,0.147955,0.0000,0.029900,0.026738,0.033423,0
570,972.58,3,0.153901,0.0000,0.029600,0.026455,0.033107,0
571,972.50,3,0.114093,0.0000,0.025500,0.022588,0.028777,0
572,972.50,3,0.085622,0.0000,0.024200,0.021366,0.027400,0
573,972.42,3,0.060157,0.0000,0.027500,0.024472,0.030891,0
574,972.08,3,0.066853,0.0000,0.030800,0.027590,0.034371,0
575,971.75,3,0.075545,0.0000,0.028700,0.025604,0.032158,0
576,971.42,3,0.068056,0.0000,0.027100,0.024094,0.030469,0
577,971.08,3,0.058632,0.0000,0.026900,0.023906,0.030257,0
578,970.42,17,0.015563,0.0000,0.041100,0.037382,0.045170,0
579,970.08,17,0.014355,0.0000,0.041500,0.037764,0.045588,0
580,970.00,17,0.068544,0.0000,0.049800,0.045707,0.054239,0
581,970.00,17,0.076982,0.0000,0.045300,0.041396,0.049554,0
582,969.75,17,0.046730,0.0000,0.047800,0.043789,0.052158,0
583,968.42,17,0.066764,0.0000,0.047700,0.043694,0.052054,0
584,968.08,17,0.063246,0.0000,0.047300,0.043310,0.051637,0
585,967.75,17,0.116649,0.0000,0.045400,0.041491,0.049658,0
586,967.42,17,0.116104,0.0000,0.043300,0.039483,0.047468,0
587,967.08,17,0.111425,0.0000,0.042600,0.038814,0.046737,0
588,966.75,17,0.113594,0.0000,0.045900,0.041970,0.050179,0
589,966.42,17,0.068561,0.0000,0.045300,0.041396,0.049554,0
590,966.08,17,0.066292,0.0000,0.044100,0.040248,0.048302,0
591,965.58,17,0.093446,0.0000,0.047200,0.043215,0.051533,0
592,965.42,17,0.133141,0.0000,0.043600,0.039770,0.047781,0
593,965.08,17,0.143367,0.0000,0.044700,0.040822,0.048928,0
594,964.75,9,0.192162,0.0000,0.099000,0.093299,0.105009,0
595,964.42,9,0.182632,0.0000,0.095500,0.089894,0.101417,0
596,964.08,17,0.164492,0.0000,0.042800,0.039005,0.046946,0
597,963.42,17,0.172430,0.0000,0.046000,0.042066,0.050283,0
598,963.08,17,0.159827,0.0000,0.041900,0.038146,0.046006,0
599,962.75,17,0.160754,0.0000,0.044300,0.040439,0.048511,0
600,962.42,17,0.152928,0.0000,0.044000,0.040152,0.048198,0
601,962.08,17,0.152018,0.0000,0.044000,0.040152,0.048198,0
602,961.50,17,0.145328,0.0000,0.048000,0.043981,0.052366,0
603,961.42,17,0.109996,0.0000,0.041300,0.037573,0.045379,0
604,961.33,17,0.106971,0.0000,0.045600,0.041683,0.049866,0
605,961.33,17,0.147440,0.0000,0.044100,0.040248,0.048302,0
606,961.08,17,0.137503,0.0000,0.045600,0.041683,0.049866,0
607,960.75,17,0.024821,0.0000,0.044700,0.040822,0.048928,0
608,960.63,17,0.027567,0.0000,0.045600,0.041683,0.049866,0
609,960.50,3,0.142695,0.0000,0.030700,0.027495,0.034265,0
610,960.08,3,0.144542,0.0000,0.027500,0.024472,0.030891,0
611,960.00,3,0.148845,0.0000,0.029200,0.026076,0.032685,0
612,959.42,3,0.144932,0.0000,0.029100,0.025982,0.032580,0
613,959.08,3,0.156068,0.0000,0.027800,0.024755,0.031208,0
614,958.42,3,0.171101,0.0000,0.026700,0.023718,0.030046,0
615,958.08,3,0.171042,0.0000,0.029400,0.026265,0.032896,0
616,957.42,3,0.185575,0.0000,0.027100,0.024094,0.030469,0
617,957.08,3,0.185941,0.0000,0.027700,0.024660,0.031102,0
618,956.75,3,0.183940,0.0000,0.028800,0.025699,0.032263,0
619,956.42,3,0.193177,0.0000,0.026800,0.023812,0.030152,0
620,956.08,3,0.201911,0.0000,0.029500,0.026360,0.033001,0
621,955.75,3,0.217012,0.0000,0.025900,0.022964,0.029200,0
622,955.42,3,0.234585,0.0000,0.027800,0.024755,0.031208,0
623,955.08,3,0.250915,0.0000,0.026800,0.023812,0.030152,0
624,954.75,3,0.306480,0.0000,0.031300,0.028063,0.034897,0
625,954.42,3,0.298246,0.0000,0.030300,0.027117,0.033844,0
626,954.08,3,0.299320,0.0000,0.032400,0.029105,0.036054,0
627,953.75,3,0.299499,0.0000,0.028500,0.025415,0.031947,0
628,953.42,3,0.295355,0.0000,0.026800,0.023812,0.030152,0
629,953.08,3,0.291625,0.0000,0.027100,0.024094,0.030469,0
630,952.75,3,0.291257,0.0000,0.027200,0.024189,0.030574,0
631,952.58,3,0.295852,0.0000,0.030600,0.027400,0.034160,0
632,952.08,3,0.297713,0.0000,0.029200,0.026076,0.032685,0
633,951.42,3,0.128458,0.0000,0.028400,0.025321,0.031841,0
634,951.08,3,0.112946,0.0000,0.029000,0.025888,0.032474,0
635,950.75,3,0.122883,0.0000,0.027200,0.024189,0.030574,0
636,950.42,3,0.137238,0.0000,0.028800,0.025699,0.032263,0
637,950.08,3,0.103191,0.0000,0.028400,0.025321,0.031841,0
638,949.75,3,0.091788,0.0000,0.029800,0.026644,0.033318,0
639,949.08,17,0.014903,0.0000,0.041500,0.037764,0.045588,0
640,948.75,17,0.028392,0.0000,0.044000,0.040152,0.048198,0
641,948.08,3,0.087757,0.0000,0.029300,0.026171,0.032791,0
642,947.42,3,0.124955,0.0000,0.024200,0.021366,0.027400,0
643,947.08,3,0.159151,0.0000,0.030100,0.026927,0.033634,0
644,946.42,3,0.163265,0.0000,0.026200,0.023247,0.029517,0
645,946.08,3,0.177514,0.0000,0.028900,0.025793,0.032369,0
646,945.42,3,0.180260,0.0000,0.027700,0.024660,0.031102,0
647,945.08,3,0.190504,0.0000,0.028700,0.025604,0.032158,0
648,944.42,3,0.192535,0.0000,0.030900,0.027684,0.034476,0
649,944.17,3,0.199391,0.0000,0.030300,0.027117,0.033844,0
650,944.08,3,0.203027,0.0000,0.027900,0.024849,0.031314,0
651,943.42,3,0.202514,0.0000,0.028300,0.025226,0.031736,0
652,943.08,3,0.200840,0.0000,0.030900,0.027684,0.034476,0
653,942.42,3,0.197352,0.0000,0.028700,0.025604,0.032158,0
654,942.08,3,0.191744,0.0000,0.029700,0.026549,0.033212,0
655,941.42,3,0.183068,0.0000,0.027600,0.024566,0.030997,0
656,941.08,3,0.181011,0.0000,0.026900,0.023906,0.030257,0
657,940.75,3,0.180808,0.0000,0.029700,0.026549,0.033212,0
658,940.42,3,0.172009,0.0000,0.028000,0.024943,0.031419,0
659,940.08,3,0.156096,0.0000,0.029500,0.026360,0.033001,0
660,939.75,3,0.136086,0.0000,0.028100,0.025038,0.031525,0
661,939.08,3,0.108308,0.0000,0.026600,0.023623,0.029940,0
662,938.42,3,0.066296,0.0000,0.029800,0.026644,0.033318,0
663,938.08,3,0.191662,0.0000,0.029000,0.025888,0.032474,0
664,937.75,3,0.170951,0.0000,0.028500,0.025415,0.031947,0
665,937.08,3,0.140705,0.0000,0.029900,0.026738,0.033423,0
666,936.42,3,0.097632,0.0000,0.025700,0.022776,0.028988,0
667,935.75,3,0.056130,0.0000,0.027400,0.024377,0.030786,0
668,935.42,17,0.040753,0.0000,0.047300,0.043310,0.051637,0
669,935.08,17,0.051902,0.0000,0.048200,0.044173,0.052574,0
670,934.75,17,0.031238,0.0000,0.048400,0.044364,0.052783,0
671,934.42,17,0.022577,0.0000,0.045900,0.041970,0.050179,0
672,934.08,17,0.005629,0.0000,0.046700,0.042736,0.051012,0
673,933.42,17,0.014058,0.0000,0.044400,0.040535,0.048615,0
674,933.08,17,0.005252,0.0000,0.043200,0.039388,0.047363,0
675,932.75,17,0.006974,0.0000,0.041400,0.037668,0.045484,0
676,932.42,17,0.010078,0.0000,0.048000,0.043981,0.052366,0
677,932.08,17,0.005198,0.0000,0.045600,0.041683,0.049866,0
678,931.42,17,0.009036,0.0000,0.050000,0.045898,0.054447,0
679,931.09,3,0.094193,0.0000,0.029000,0.025888,0.032474,0
680,931.08,3,0.102838,0.0000,0.028500,0.025415,0.031947,0
681,930.96,3,0.102473,0.0000,0.028200,0.025132,0.031630,0
682,930.42,3,0.114685,0.0000,0.024800,0.021930,0.028035,0
683,930.17,3,0.120626,0.0000,0.026800,0.023812,0.030152,0
684,930.08,3,0.133170,0.0000,0.027400,0.024377,0.030786,0
685,929.58,3,0.137519,0.0000,0.030900,0.027684,0.034476,0
686,929.42,3,0.135121,0.0000,0.028700,0.025604,0.032158,0
687,929.08,3,0.124515,0.0000,0.028300,0.025226,0.031736,0
688,928.75,3,0.118089,0.0000,0.028200,0.025132,0.031630,0
689,928.42,3,0.091880,0.0000,0.027500,0.024472,0.030891,0
690,928.08,3,0.084301,0.0000,0.026500,0.023529,0.029835,0
691,927.42,3,0.069320,0.0000,0.027000,0.024000,0.030363,0
692,927.08,3,0.108729,0.0000,0.029300,0.026171,0.032791,0
693,926.42,3,0.081241,0.0000,0.026800,0.023812,0.030152,0
694,926.08,3,0.085151,0.0000,0.027500,0.024472,0.030891,0
695,925.42,17,0.047649,0.0000,0.046000,0.042066,0.050283,0
696,925.08,3,0.067085,0.0000,0.031800,0.028537,0.035423,0
697,924.42,3,0.126188,0.0000,0.027000,0.024000,0.030363,0
698,924.08,3,0.134497,0.0000,0.025100,0.022212,0.028353,0
699,923.75,3,0.200382,0.0000,0.025600,0.022682,0.028883,0
700,923.08,3,0.168313,0.0000,0.027900,0.024849,0.031314,0
701,922.42,3,0.187037,0.0000,0.029400,0.026265,0.032896,0
702,922.08,3,0.169527,0.0000,0.029400,0.026265,0.032896,0
703,921.75,3,0.150912,0.0000,0.029200,0.026076,0.032685,0
704,921.42,3,0.170043,0.0000,0.027700,0.024660,0.031102,0
705,921.08,3,0.157895,0.0000,0.031900,0.028631,0.035528,0
706,920.42,3,0.162690,0.0000,0.027100,0.024094,0.030469,0
707,920.08,3,0.170356,0.0000,0.027100,0.024094,0.030469,0
708,919.42,3,0.167471,0.0000,0.026600,0.023623,0.029940,0
709,919.08,3,0.102653,0.0000,0.029100,0.025982,0.032580,0
710,918.42,3,0.102003,0.0000,0.028600,0.025510,0.032052,0
711,918.08,3,0.115956,0.0000,0.026200,0.023247,0.029517,0
712,917.75,3,0.100570,0.0000,0.027700,0.024660,0.031102,0
713,917.42,3,0.097846,0.0000,0.027400,0.024377,0.030786,0
714,917.08,3,0.112762,0.0000,0.029400,0.026265,0.032896,0
715,916.42,3,0.112881,0.0000,0.028800,0.025699,0.032263,0
716,916.17,3,0.102778,0.0000,0.031200,0.027968,0.034792,0
717,916.08,3,0.111668,0.0000,0.026200,0.023247,0.029517,0
718,915.42,3,0.121365,0.0000,0.030400,0.027211,0.033950,0
719,915.08,3,0.127496,0.0000,0.033100,0.029769,0.036790,0
720,914.75,3,0.110564,0.0000,0.029100,0.025982,0.032580,0
721,914.42,3,0.087065,0.0000,0.027600,0.024566,0.030997,0
722,914.08,3,0.096036,0.0000,0.026100,0.023152,0.029412,0
723,913.75,3,0.064023,0.0000,0.029500,0.026360,0.033001,0
724,913.08,3,0.082372,0.0000,0.029700,0.026549,0.033212,0
725,912.75,3,0.068281,0.0000,0.027900,0.024849,0.031314,0
726,912.42,3,0.083649,0.0000,0.028000,0.024943,0.031419,0
727,912.08,3,0.119574,0.0000,0.029900,0.026738,0.033423,0
728,911.42,3,0.158326,0.0000,0.027200,0.024189,0.030574,0
729,911.08,3,0.188060,0.0000,0.030900,0.027684,0.034476,0
730,910.75,3,0.209838,0.0000,0.030800,0.027590,0.034371,0
731,910.08,3,0.230095,0.0000,0.027700,0.024660,0.031102,0
732,909.75,3,0.251074,0.0000,0.028500,0.025415,0.031947,0
733,909.58,3,0.263185,0.0000,0.025800,0.022870,0.029094,0
734,909.08,3,0.277782,0.0000,0.029500,0.026360,0.033001,0
735,908.42,3,0.253948,0.0000,0.028000,0.024943,0.031419,0
736,908.08,3,0.275537,0.0000,0.028200,0.025132,0.031630,0
737,907.42,3,0.267647,0.0000,0.028200,0.025132,0.031630,0
738,907.08,3,0.248652,0.0000,0.031000,0.027779,0.034581,0
739,906.75,3,0.245842,0.0000,0.026300,0.023341,0.029623,0
740,906.08,3,0.233408,0.0000,0.029600,0.026455,0.033107,0
741,905.42,3,0.242595,0.0000,0.026000,0.023058,0.029306,0
742,905.08,3,0.254330,0.0000,0.027500,0.024472,0.030891,0
743,904.42,3,0.246216,0.0000,0.029200,0.026076,0.032685,0
744,904.42,3,0.251265,0.0000,0.026400,0.023435,0.029729,0
745,904.08,3,0.247744,0.0000,0.030600,0.027400,0.034160,0
746,903.42,3,0.258401,0.0000,0.026600,0.023623,0.029940,0
747,903.08,3,0.266893,0.0000,0.029700,0.026549,0.033212,0
748,902.58,3,0.268435,0.0000,0.028500,0.025415,0.031947,0
749,902.42,3,0.273937,0.0000,0.030300,0.027117,0.033844,0
750,902.08,3,0.288524,0.0000,0.027000,0.024000,0.030363,0
751,901.42,3,0.301822,0.0000,0.029900,0.026738,0.033423,0
752,901.08,3,0.312090,0.0000,0.029200,0.026076,0.032685,0
753,900.75,3,0.317239,0.0000,0.029700,0.026549,0.033212,0
754,900.42,3,0.284959,0.0000,0.025800,0.022870,0.029094,0
755,900.17,3,0.299238,0.0000,0.028800,0.025699,0.032263,0
756,899.75,3,0.301112,0.0000,0.029000,0.025888,0.032474,0
757,899.42,3,0.314533,0.0000,0.023300,0.020521,0.026445,0
758,899.08,3,0.323572,0.0000,0.029200,0.026076,0.032685,0
759,898.42,0,0.332028,0.0000,0.021700,0.019023,0.024745,0
760,898.08,0,0.336415,0.0000,0.018000,0.015573,0.020797,0
761,897.75,0,0.337972,0.0000,0.020400,0.017808,0.023360,0
762,897.42,0,0.335898,0.0000,0.020000,0.017435,0.022934,0
763,897.08,0,0.334420,0.0000,0.018900,0.016410,0.021760,0
764,896.42,3,0.328772,0.0000,0.026400,0.023435,0.029729,0
