# STTS Energy State — NORAD 44929 (STARLINK-1121)
# decay_epoch: 2023-03-09
# mu_nominal: -0.152688
# Markov cells: 20  MC samples: 10000  MC horizon: 10
# Dt=10 windows at training stride=5 TLE records/stride.
# Physical time per MC step is variable: ~2.5 days during active decay,
# ~5 weeks at operational altitude. Dt=10 steps ~ 25 days (decay) to ~1 year (operational).
t,days_to_reentry,M2_cell,H_t,p_t,P_forward,P_forward_ci_lo,P_forward_ci_hi,artifact_flag
1544,584.67,3,0.165688,0.0000,0.029300,0.026171,0.032791,0
1545,584.28,3,0.178712,0.0000,0.030200,0.027022,0.033739,0
1546,584.28,3,0.175726,0.0000,0.029200,0.026076,0.032685,0
1547,583.68,3,0.181133,0.0000,0.028400,0.025321,0.031841,0
1548,583.41,3,0.182557,0.0000,0.027000,0.024000,0.030363,0
1549,582.95,3,0.184376,0.0000,0.031800,0.028537,0.035423,0
1550,582.62,3,0.183916,0.0000,0.029700,0.026549,0.033212,0
1551,582.48,3,0.186990,0.0000,0.028100,0.025038,0.031525,0
1552,581.49,3,0.181789,0.0000,0.027500,0.024472,0.030891,0
1553,581.42,3,0.199129,0.0000,0.028800,0.025699,0.032263,0
1554,581.42,3,0.205427,0.0000,0.027700,0.024660,0.031102,0
1555,580.43,3,0.219786,0.0000,0.028300,0.025226,0.031736,0
1556,580.03,3,0.257538,0.0000,0.026400,0.023435,0.029729,0
1557,580.03,3,0.234779,0.0000,0.031800,0.028537,0.035423,0
1558,579.43,3,0.250395,0.0000,0.030400,0.027211,0.033950,0
1559,578.70,3,0.277443,0.0000,0.030100,0.026927,0.033634,0
1560,578.70,3,0.290167,0.0000,0.027000,0.024000,0.030363,0
1561,578.50,3,0.296977,0.0000,0.027100,0.024094,0.030469,0
1562,577.77,3,0.299829,0.0000,0.027900,0.024849,0.031314,0
1563,577.77,3,0.303459,0.0000,0.024400,0.021554,0.027612,0
1564,577.37,3,0.303098,0.0000,0.026700,0.023718,0.030046,0
1565,576.58,3,0.308125,0.0000,0.030400,0.027211,0.033950,0
1566,576.58,3,0.312839,0.0000,0.028400,0.025321,0.031841,0
1567,576.31,3,0.310388,0.0000,0.027500,0.024472,0.030891,0
1568,575.52,3,0.314923,0.0000,0.027700,0.024660,0.031102,0
1569,575.52,3,0.314529,0.0000,0.027400,0.024377,0.030786,0
1570,574.52,3,0.300299,0.0000,0.029300,0.026171,0.032791,0
1571,574.12,3,0.298393,0.0000,0.030800,0.027590,0.034371,0
1572,573.79,3,0.299131,0.0000,0.030700,0.027495,0.034265,0
1573,573.46,3,0.237076,0.0000,0.028900,0.025793,0.032369,0
1574,572.47,3,0.074528,0.0000,0.026400,0.023435,0.029729,0
1575,572.47,3,0.067874,0.0000,0.028200,0.025132,0.031630,0
1576,571.47,3,0.076700,0.0000,0.029900,0.026738,0.033423,0
1577,571.14,3,0.083720,0.0000,0.027400,0.024377,0.030786,0
1578,570.87,3,0.083771,0.0000,0.025300,0.022400,0.028565,0
1579,570.61,3,0.091304,0.0000,0.028200,0.025132,0.031630,0
1580,570.47,3,0.108621,0.0000,0.027300,0.024283,0.030680,0
1581,569.61,3,0.120702,0.0000,0.028100,0.025038,0.031525,0
1582,569.48,3,0.131988,0.0000,0.027800,0.024755,0.031208,0
1583,569.48,3,0.141728,0.0000,0.026200,0.023247,0.029517,0
1584,568.62,3,0.145063,0.0000,0.029300,0.026171,0.032791,0
1585,568.22,3,0.141654,0.0000,0.027300,0.024283,0.030680,0
1586,567.89,3,0.136732,0.0000,0.027300,0.024283,0.030680,0
1587,567.49,3,0.130010,0.0000,0.029100,0.025982,0.032580,0
1588,567.22,3,0.127795,0.0000,0.029100,0.025982,0.032580,0
1589,566.56,3,0.124029,0.0000,0.026000,0.023058,0.029306,0
1590,566.49,3,0.123521,0.0000,0.030100,0.026927,0.033634,0
1591,566.43,3,0.121285,0.0000,0.028000,0.024943,0.031419,0
1592,565.57,3,0.122341,0.0000,0.028900,0.025793,0.032369,0
1593,565.23,3,0.170039,0.0000,0.032300,0.029010,0.035949,0
1594,565.23,3,0.148880,0.0000,0.027200,0.024189,0.030574,0
1595,564.50,3,0.207520,0.0000,0.028900,0.025793,0.032369,0
1596,564.11,3,0.234086,0.0000,0.027900,0.024849,0.031314,0
1597,563.57,3,0.247881,0.0000,0.032400,0.029105,0.036054,0
1598,562.91,3,0.240072,0.0000,0.028800,0.025699,0.032263,0
1599,562.51,3,0.208764,0.0000,0.025400,0.022494,0.028671,0
1600,562.31,3,0.170773,0.0000,0.028100,0.025038,0.031525,0
1601,561.52,3,0.117732,0.0000,0.029100,0.025982,0.032580,0
1602,561.32,3,0.072625,0.0000,0.028800,0.025699,0.032263,0
1603,560.92,3,0.058432,0.0000,0.027800,0.024755,0.031208,0
1604,560.52,3,0.065980,0.0000,0.028200,0.025132,0.031630,0
1605,560.32,3,0.064118,0.0000,0.026400,0.023435,0.029729,0
1606,559.66,17,0.053181,0.0000,0.047100,0.043119,0.051429,0
1607,559.33,17,0.033567,0.0000,0.047300,0.043310,0.051637,0
1608,558.67,17,0.001978,0.0000,0.042400,0.038623,0.046528,0
1609,558.67,17,0.030522,0.0000,0.041600,0.037859,0.045693,0
1610,557.80,17,0.039749,0.0000,0.043900,0.040057,0.048094,0
1611,557.60,17,0.057142,0.0000,0.046000,0.042066,0.050283,0
1612,557.34,17,0.077933,0.0000,0.043800,0.039961,0.047989,0
1613,556.61,17,0.104601,0.0000,0.046400,0.042448,0.050700,0
1614,556.61,17,0.117656,0.0000,0.044500,0.040630,0.048720,0
1615,555.61,17,0.128297,0.0000,0.046600,0.042640,0.050908,0
1616,555.41,17,0.134872,0.0000,0.046100,0.042161,0.050387,0
1617,555.08,17,0.132893,0.0000,0.046000,0.042066,0.050283,0
1618,554.82,17,0.146122,0.0000,0.049300,0.045227,0.053719,0
1619,554.82,17,0.138966,0.0000,0.042700,0.038910,0.046841,0
1620,554.62,17,0.160442,0.0000,0.044300,0.040439,0.048511,0
1621,554.42,9,0.181418,0.0000,0.093900,0.088338,0.099774,0
1622,553.62,9,0.215950,0.0000,0.100100,0.094370,0.106137,0
1623,553.62,9,0.222804,0.0000,0.098400,0.092715,0.104393,0
1624,552.43,9,0.240898,0.0000,0.098900,0.093202,0.104906,0
1625,552.43,9,0.241607,0.0000,0.095800,0.090186,0.101725,0
1626,551.77,9,0.234759,0.0000,0.086700,0.081342,0.092375,0
1627,551.43,9,0.201352,0.2000,0.101700,0.095928,0.107778,0
1628,551.43,9,0.225634,0.0000,0.092200,0.086685,0.098028,0
1629,550.77,17,0.168353,0.0000,0.043700,0.039865,0.047885,0
1630,550.04,17,0.113536,0.0000,0.045000,0.041109,0.049241,0
1631,549.77,17,0.074919,0.0000,0.045100,0.041204,0.049345,0
1632,548.91,17,0.059261,0.0000,0.043900,0.040057,0.048094,0
1633,548.51,17,0.050249,0.0000,0.045200,0.041300,0.049449,0
1634,548.12,17,0.044894,0.0000,0.044700,0.040822,0.048928,0
1635,547.92,17,0.039425,0.0000,0.045800,0.041874,0.050075,0
1636,547.52,17,0.038463,0.0000,0.043100,0.039292,0.047259,0
1637,547.12,17,0.033414,0.0000,0.047200,0.043215,0.051533,0
1638,546.86,17,0.032755,0.0000,0.039800,0.036142,0.043812,0
1639,546.52,17,0.023320,0.0000,0.045800,0.041874,0.050075,0
1640,546.13,17,0.014248,0.0000,0.045600,0.041683,0.049866,0
1641,546.06,17,0.009262,0.0000,0.044400,0.040535,0.048615,0
1642,545.86,17,0.000943,0.0000,0.046700,0.042736,0.051012,0
1643,544.80,17,0.011988,0.0000,0.046200,0.042257,0.050492,0
1644,544.80,17,0.005154,0.0000,0.045500,0.041587,0.049762,0
1645,544.14,17,0.020843,0.0000,0.046400,0.042448,0.050700,0
1646,543.80,17,0.020080,0.0000,0.043400,0.039579,0.047572,0
1647,543.80,17,0.009983,0.0000,0.048200,0.044173,0.052574,0
1648,542.81,17,0.021648,0.0000,0.043200,0.039388,0.047363,0
1649,542.08,17,0.031649,0.0000,0.046500,0.042544,0.050804,0
1650,541.81,17,0.034303,0.0000,0.045100,0.041204,0.049345,0
1651,541.81,3,0.061844,0.0000,0.025500,0.022588,0.028777,0
1652,541.08,3,0.102005,0.0000,0.028800,0.025699,0.032263,0
1653,540.88,3,0.141726,0.0000,0.028000,0.024943,0.031419,0
1654,540.22,3,0.155752,0.0000,0.027500,0.024472,0.030891,0
1655,539.62,3,0.168177,0.0000,0.026300,0.023341,0.029623,0
1656,539.62,3,0.160634,0.0000,0.029800,0.026644,0.033318,0
1657,539.09,3,0.143345,0.0000,0.026200,0.023247,0.029517,0
1658,538.63,3,0.111581,0.0000,0.026200,0.023247,0.029517,0
1659,538.16,3,0.100635,0.0000,0.030000,0.026833,0.033528,0
1660,537.90,3,0.132801,0.0000,0.028200,0.025132,0.031630,0
1661,537.10,3,0.172886,0.0000,0.028600,0.025510,0.032052,0
1662,536.97,3,0.160386,0.0000,0.026300,0.023341,0.029623,0
1663,536.97,3,0.168530,0.0000,0.026000,0.023058,0.029306,0
1664,536.31,3,0.145776,0.0000,0.030900,0.027684,0.034476,0
1665,536.31,3,0.152734,0.0000,0.027300,0.024283,0.030680,0
1666,535.44,3,0.129392,0.0000,0.024200,0.021366,0.027400,0
1667,535.11,3,0.130825,0.0000,0.028500,0.025415,0.031947,0
1668,535.11,3,0.141725,0.0000,0.027700,0.024660,0.031102,0
1669,534.71,3,0.163447,0.0000,0.028500,0.025415,0.031947,0
1670,534.18,3,0.156845,0.0000,0.026100,0.023152,0.029412,0
1671,533.92,3,0.149786,0.0000,0.027000,0.024000,0.030363,0
1672,533.72,3,0.119031,0.0000,0.030000,0.026833,0.033528,0
1673,533.12,3,0.114183,0.0000,0.027200,0.024189,0.030574,0
1674,532.72,3,0.112182,0.0000,0.027300,0.024283,0.030680,0
1675,532.72,3,0.107032,0.0000,0.028700,0.025604,0.032158,0
1676,532.33,3,0.114554,0.0000,0.028900,0.025793,0.032369,0
1677,531.73,3,0.106882,0.0000,0.026900,0.023906,0.030257,0
1678,531.20,3,0.081738,0.0000,0.028400,0.025321,0.031841,0
1679,531.20,3,0.061314,0.0000,0.030100,0.026927,0.033634,0
1680,530.27,3,0.066954,0.0000,0.027600,0.024566,0.030997,0
1681,530.27,3,0.070140,0.0000,0.027700,0.024660,0.031102,0
1682,530.07,3,0.090030,0.0000,0.030700,0.027495,0.034265,0
1683,529.21,3,0.116148,0.0000,0.028700,0.025604,0.032158,0
1684,529.21,3,0.086995,0.0000,0.026000,0.023058,0.029306,0
1685,528.81,3,0.170972,0.0000,0.028400,0.025321,0.031841,0
1686,528.34,3,0.195019,0.0000,0.030400,0.027211,0.033950,0
1687,527.81,3,0.202158,0.0000,0.027700,0.024660,0.031102,0
1688,527.55,3,0.196261,0.0000,0.028000,0.024943,0.031419,0
1689,527.42,3,0.191968,0.0000,0.029900,0.026738,0.033423,0
1690,526.88,3,0.176671,0.0000,0.030800,0.027590,0.034371,0
1691,526.49,3,0.174035,0.0000,0.027100,0.024094,0.030469,0
1692,525.82,3,0.153115,0.0000,0.027500,0.024472,0.030891,0
1693,525.56,3,0.135617,0.0000,0.030000,0.026833,0.033528,0
1694,524.56,3,0.114825,0.0000,0.027600,0.024566,0.030997,0
1695,524.50,3,0.098480,0.0000,0.026700,0.023718,0.030046,0
1696,523.43,3,0.091001,0.0000,0.025500,0.022588,0.028777,0
1697,523.30,3,0.075625,0.0000,0.029300,0.026171,0.032791,0
1698,523.30,3,0.064595,0.0000,0.029900,0.026738,0.033423,0
1699,522.90,3,0.073206,0.0000,0.029200,0.026076,0.032685,0
1700,522.31,3,0.064600,0.0000,0.027400,0.024377,0.030786,0
1701,522.17,3,0.064379,0.0000,0.028500,0.025415,0.031947,0
1702,521.44,3,0.055933,0.0000,0.025800,0.022870,0.029094,0
1703,521.25,17,0.047530,0.0000,0.046500,0.042544,0.050804,0
1704,521.25,17,0.044045,0.0000,0.044500,0.040630,0.048720,0
1705,520.38,17,0.039514,0.0000,0.045900,0.041970,0.050179,0
1706,520.25,17,0.041665,0.0000,0.047500,0.043502,0.051846,0
1707,519.92,17,0.047799,0.0000,0.044700,0.040822,0.048928,0
1708,519.92,17,0.051468,0.0000,0.043900,0.040057,0.048094,0
1709,519.19,3,0.061827,0.0000,0.024500,0.021648,0.027718,0
1710,518.66,3,0.079417,0.0000,0.028700,0.025604,0.032158,0
1711,518.66,3,0.098084,0.0000,0.024500,0.021648,0.027718,0
1712,518.19,3,0.111331,0.0000,0.029200,0.026076,0.032685,0
1713,518.19,3,0.099191,0.0000,0.027100,0.024094,0.030469,0
1714,517.53,3,0.131302,0.0000,0.028000,0.024943,0.031419,0
1715,517.20,3,0.140928,0.0000,0.027500,0.024472,0.030891,0
1716,516.67,3,0.150252,0.0000,0.028200,0.025132,0.031630,0
1717,516.47,3,0.166682,0.0000,0.030500,0.027306,0.034055,0
1718,516.27,3,0.167811,0.0000,0.026700,0.023718,0.030046,0
1719,516.27,3,0.166299,0.0000,0.026600,0.023623,0.029940,0
1720,516.00,3,0.177333,0.0000,0.030600,0.027400,0.034160,0
1721,515.27,3,0.191604,0.0000,0.027100,0.024094,0.030469,0
1722,515.01,3,0.141800,0.0000,0.029200,0.026076,0.032685,0
1723,514.48,3,0.145332,0.0000,0.029100,0.025982,0.032580,0
1724,514.35,3,0.145995,0.0000,0.029300,0.026171,0.032791,0
1725,513.48,3,0.153688,0.0000,0.032400,0.029105,0.036054,0
1726,512.55,3,0.157254,0.0000,0.026400,0.023435,0.029729,0
1727,512.49,3,0.146429,0.0000,0.027200,0.024189,0.030574,0
1728,511.49,3,0.147518,0.0000,0.027300,0.024283,0.030680,0
1729,511.49,3,0.148788,0.0000,0.027100,0.024094,0.030469,0
1730,510.50,3,0.175826,0.0000,0.028700,0.025604,0.032158,0
1731,510.50,3,0.168997,0.0000,0.025800,0.022870,0.029094,0
1732,510.10,3,0.180491,0.0000,0.029000,0.025888,0.032474,0
1733,509.63,3,0.167704,0.0000,0.029700,0.026549,0.033212,0
1734,509.44,3,0.141494,0.0000,0.026000,0.023058,0.029306,0
1735,509.44,3,0.152908,0.0000,0.026900,0.023906,0.030257,0
1736,509.10,3,0.128612,0.0000,0.028300,0.025226,0.031736,0
1737,508.64,3,0.122312,0.0000,0.027700,0.024660,0.031102,0
1738,508.64,3,0.123471,0.0000,0.026400,0.023435,0.029729,0
1739,508.44,3,0.135595,0.0000,0.029200,0.026076,0.032685,0
1740,508.44,3,0.128408,0.0000,0.026400,0.023435,0.029729,0
1741,507.45,3,0.146130,0.0000,0.028100,0.025038,0.031525,0
1742,507.11,3,0.147970,0.0000,0.029000,0.025888,0.032474,0
1743,506.58,3,0.136016,0.0000,0.029800,0.026644,0.033318,0
1744,506.45,3,0.129974,0.0000,0.031900,0.028631,0.035528,0
1745,506.38,3,0.120343,0.0000,0.027600,0.024566,0.030997,0
1746,506.38,3,0.104878,0.0000,0.029500,0.026360,0.033001,0
1747,505.45,17,0.045705,0.0000,0.044100,0.040248,0.048302,0
1748,505.39,17,0.005727,0.0000,0.044500,0.040630,0.048720,0
1749,505.39,17,0.038885,0.0000,0.045000,0.041109,0.049241,0
1750,504.59,17,0.102497,0.0000,0.044400,0.040535,0.048615,0
1751,504.59,17,0.066227,0.0000,0.044500,0.040630,0.048720,0
1752,504.46,9,0.197436,0.0000,0.095000,0.089408,0.100904,0
1753,503.53,9,0.275724,0.0000,0.093700,0.088143,0.099569,0
1754,502.60,9,0.241396,0.0000,0.094300,0.088727,0.100185,0
1755,502.54,9,0.289355,0.0000,0.090600,0.085130,0.096384,0
1756,501.41,9,0.254906,0.0000,0.090300,0.084839,0.096076,0
1757,501.41,9,0.206083,0.0000,0.093600,0.088046,0.099466,0
1758,500.48,9,0.201440,0.0000,0.098300,0.092618,0.104290,0
1759,500.21,17,0.171629,0.0000,0.046900,0.042927,0.051221,0
1760,500.21,9,0.205854,0.0000,0.091000,0.085519,0.096795,0
1761,499.75,17,0.138178,0.0000,0.046800,0.042831,0.051117,0
1762,498.95,17,0.083479,0.0000,0.046500,0.042544,0.050804,0
1763,498.55,17,0.037520,0.0000,0.046000,0.042066,0.050283,0
1764,497.63,17,0.004187,0.0000,0.042600,0.038814,0.046737,0
1765,497.63,17,0.047008,0.0000,0.043600,0.039770,0.047781,0
1766,496.56,3,0.080475,0.0000,0.028800,0.025699,0.032263,0
1767,496.56,3,0.075854,0.0000,0.027900,0.024849,0.031314,0
1768,496.30,3,0.064683,0.0000,0.028900,0.025793,0.032369,0
1769,495.50,3,0.134437,0.0000,0.029300,0.026171,0.032791,0
1770,495.30,3,0.106498,0.0000,0.026500,0.023529,0.029835,0
1771,494.64,3,0.085420,0.0000,0.027400,0.024377,0.030786,0
1772,494.31,3,0.062332,0.0000,0.027500,0.024472,0.030891,0
1773,493.91,3,0.077151,0.0000,0.029400,0.026265,0.032896,0
1774,493.65,3,0.077018,0.0000,0.026900,0.023906,0.030257,0
1775,493.31,3,0.077754,0.0000,0.028100,0.025038,0.031525,0
1776,492.78,3,0.086893,0.0000,0.027900,0.024849,0.031314,0
1777,492.58,3,0.082929,0.0000,0.027800,0.024755,0.031208,0
1778,492.05,3,0.090325,0.0000,0.027000,0.024000,0.030363,0
1779,491.59,3,0.102770,0.0000,0.028600,0.025510,0.032052,0
1780,491.06,3,0.097727,0.0000,0.026600,0.023623,0.029940,0
1781,490.59,3,0.099073,0.0000,0.025500,0.022588,0.028777,0
1782,490.39,3,0.097716,0.0000,0.026100,0.023152,0.029412,0
1783,490.39,3,0.094083,0.0000,0.023800,0.020990,0.026975,0
1784,489.60,3,0.133325,0.0000,0.028500,0.025415,0.031947,0
1785,489.40,3,0.126516,0.0000,0.027000,0.024000,0.030363,0
1786,489.40,3,0.128539,0.0000,0.030900,0.027684,0.034476,0
1787,488.93,3,0.133978,0.0000,0.027300,0.024283,0.030680,0
1788,488.67,3,0.143689,0.0000,0.028300,0.025226,0.031736,0
1789,488.67,3,0.141163,0.0000,0.029500,0.026360,0.033001,0
1790,488.40,3,0.137460,0.0000,0.027600,0.024566,0.030997,0
1791,487.81,3,0.130932,0.0000,0.028200,0.025132,0.031630,0
1792,487.67,3,0.128027,0.0000,0.025500,0.022588,0.028777,0
1793,487.41,3,0.131676,0.0000,0.027800,0.024755,0.031208,0
1794,486.75,3,0.136164,0.0000,0.027200,0.024189,0.030574,0
1795,485.88,3,0.141348,0.0000,0.030200,0.027022,0.033739,0
1796,485.75,3,0.147273,0.0000,0.028800,0.025699,0.032263,0
1797,484.89,3,0.143460,0.0000,0.028700,0.025604,0.032158,0
1798,484.69,3,0.120693,0.0000,0.028700,0.025604,0.032158,0
1799,484.49,3,0.110877,0.0000,0.028800,0.025699,0.032263,0
1800,483.96,3,0.104521,0.0000,0.026400,0.023435,0.029729,0
1801,483.10,3,0.104385,0.0000,0.026200,0.023247,0.029517,0
1802,482.90,3,0.101196,0.0000,0.029700,0.026549,0.033212,0
1803,482.50,3,0.096995,0.0000,0.029800,0.026644,0.033318,0
1804,481.84,3,0.094281,0.0000,0.024300,0.021460,0.027506,0
1805,481.50,3,0.087120,0.0000,0.027100,0.024094,0.030469,0
1806,481.11,3,0.088598,0.0000,0.029100,0.025982,0.032580,0
1807,480.51,3,0.090100,0.2000,0.027900,0.024849,0.031314,0
1808,480.51,3,0.088040,0.0000,0.026900,0.023906,0.030257,0
1809,480.11,3,0.085656,0.0000,0.024300,0.021460,0.027506,0
1810,479.78,3,0.079710,0.0000,0.025300,0.022400,0.028565,0
1811,479.18,3,0.071727,0.0000,0.027000,0.024000,0.030363,0
1812,479.12,3,0.067347,0.0000,0.026600,0.023623,0.029940,0
1813,478.58,3,0.065132,0.0000,0.028600,0.025510,0.032052,0
1814,478.12,3,0.063788,0.0000,0.029800,0.026644,0.033318,0
1815,477.85,3,0.077668,0.0000,0.025900,0.022964,0.029200,0
1816,477.59,3,0.089977,0.0000,0.026600,0.023623,0.029940,0
1817,477.12,3,0.093654,0.0000,0.029900,0.026738,0.033423,0
1818,476.59,3,0.096034,0.0000,0.027500,0.024472,0.030891,0
1819,476.59,3,0.094891,0.0000,0.027600,0.024566,0.030997,0
1820,475.60,3,0.110313,0.0000,0.028000,0.024943,0.031419,0
1821,475.60,3,0.107833,0.0000,0.026800,0.023812,0.030152,0
1822,475.20,3,0.113409,0.0000,0.026300,0.023341,0.029623,0
1823,474.60,3,0.122665,0.0000,0.028700,0.025604,0.032158,0
1824,474.07,3,0.163761,0.0000,0.027500,0.024472,0.030891,0
1825,473.94,3,0.177379,0.0000,0.025400,0.022494,0.028671,0
1826,473.94,3,0.181172,0.0000,0.027900,0.024849,0.031314,0
1827,473.08,3,0.179650,0.0000,0.028600,0.025510,0.032052,0
1828,472.88,3,0.150010,0.0000,0.028800,0.025699,0.032263,0
1829,472.15,3,0.146729,0.0000,0.024400,0.021554,0.027612,0
1830,471.68,3,0.137035,0.0000,0.031800,0.028537,0.035423,0
1831,471.42,3,0.127920,0.0000,0.029400,0.026265,0.032896,0
1832,471.09,3,0.158209,0.0000,0.027400,0.024377,0.030786,0
1833,470.95,3,0.147971,0.0000,0.029100,0.025982,0.032580,0
1834,470.69,3,0.135304,0.0000,0.027000,0.024000,0.030363,0
1835,469.89,3,0.118828,0.0000,0.028900,0.025793,0.032369,0
1836,469.89,3,0.126447,0.0000,0.029400,0.026265,0.032896,0
1837,469.30,3,0.122566,0.0000,0.028100,0.025038,0.031525,0
1838,468.70,3,0.120106,0.0000,0.028900,0.025793,0.032369,0
1839,468.70,3,0.124214,0.0000,0.029700,0.026549,0.033212,0
1840,468.17,3,0.120092,0.0000,0.030000,0.026833,0.033528,0
1841,467.44,3,0.114001,0.0000,0.031000,0.027779,0.034581,0
1842,467.17,3,0.111386,0.0000,0.027300,0.024283,0.030680,0
1843,467.17,3,0.109742,0.0000,0.029000,0.025888,0.032474,0
1844,466.64,3,0.116280,0.0000,0.026300,0.023341,0.029623,0
1845,466.18,3,0.129464,0.0000,0.026100,0.023152,0.029412,0
1846,465.45,3,0.157477,0.0000,0.027100,0.024094,0.030469,0
1847,465.45,3,0.145121,0.0000,0.026500,0.023529,0.029835,0
1848,465.12,3,0.161660,0.0000,0.028500,0.025415,0.031947,0
1849,464.45,3,0.163336,0.0000,0.027600,0.024566,0.030997,0
1850,464.39,3,0.166767,0.0000,0.027400,0.024377,0.030786,0
1851,463.79,3,0.165888,0.0000,0.030800,0.027590,0.034371,0
1852,462.79,3,0.154086,0.0000,0.025400,0.022494,0.028671,0
1853,462.79,3,0.115062,0.0000,0.027600,0.024566,0.030997,0
1854,462.40,3,0.098528,0.0000,0.026900,0.023906,0.030257,0
1855,462.40,3,0.113644,0.0000,0.029500,0.026360,0.033001,0
1856,461.80,3,0.111547,0.0000,0.026800,0.023812,0.030152,0
1857,461.53,3,0.118615,0.0000,0.029700,0.026549,0.033212,0
1858,461.27,3,0.123651,0.0000,0.027300,0.024283,0.030680,0
1859,460.47,3,0.111305,0.0000,0.027300,0.024283,0.030680,0
1860,460.47,3,0.101139,0.0000,0.029000,0.025888,0.032474,0
1861,460.14,3,0.084553,0.0000,0.027000,0.024000,0.030363,0
1862,459.28,3,0.066958,0.0000,0.027500,0.024472,0.030891,0
1863,459.14,3,0.060819,0.0000,0.031900,0.028631,0.035528,0
1864,458.41,3,0.068388,0.0000,0.028000,0.024943,0.031419,0
1865,458.15,3,0.075998,0.0000,0.029600,0.026455,0.033107,0
1866,458.15,3,0.081369,0.0000,0.028300,0.025226,0.031736,0
1867,456.89,3,0.087303,0.0000,0.029200,0.026076,0.032685,0
1868,456.62,3,0.086145,0.0000,0.027300,0.024283,0.030680,0
1869,456.23,3,0.084001,0.0000,0.025400,0.022494,0.028671,0
1870,455.43,17,0.046717,0.0000,0.046400,0.042448,0.050700,0
1871,455.10,17,0.033648,0.0000,0.045500,0.041587,0.049762,0
1872,454.83,17,0.026824,0.0000,0.045500,0.041587,0.049762,0
1873,454.24,17,0.017034,0.0000,0.043500,0.039674,0.047676,0
1874,453.57,17,0.014763,0.0000,0.042400,0.038623,0.046528,0
1875,453.44,17,0.017909,0.0000,0.043700,0.039865,0.047885,0
1876,453.17,17,0.023337,0.0000,0.046300,0.042353,0.050596,0
1877,452.51,17,0.034824,0.0000,0.044700,0.040822,0.048928,0
1878,452.44,17,0.047841,0.0000,0.048200,0.044173,0.052574,0
1879,452.11,17,0.051770,0.0000,0.046400,0.042448,0.050700,0
1880,451.98,3,0.054660,0.0000,0.030900,0.027684,0.034476,0
1881,451.45,3,0.056755,0.0000,0.027300,0.024283,0.030680,0
1882,451.05,17,0.051300,0.0000,0.046000,0.042066,0.050283,0
1883,450.92,17,0.041979,0.0000,0.048200,0.044173,0.052574,0
1884,450.45,3,0.055092,0.0000,0.028000,0.024943,0.031419,0
1885,450.12,3,0.073271,0.0000,0.027500,0.024472,0.030891,0
1886,449.52,3,0.076306,0.0000,0.025300,0.022400,0.028565,0
1887,449.46,3,0.079911,0.0000,0.027400,0.024377,0.030786,0
1888,449.13,3,0.082633,0.0000,0.029000,0.025888,0.032474,0
1889,448.53,3,0.089710,0.0000,0.030200,0.027022,0.033739,0
1890,448.46,3,0.101710,0.0000,0.027200,0.024189,0.030574,0
1891,448.20,3,0.113529,0.0000,0.030000,0.026833,0.033528,0
1892,448.20,3,0.110448,0.0000,0.027900,0.024849,0.031314,0
1893,447.47,3,0.115960,0.0000,0.025800,0.022870,0.029094,0
1894,447.27,3,0.123101,0.0000,0.025600,0.022682,0.028883,0
1895,447.27,3,0.128756,0.0000,0.025800,0.022870,0.029094,0
1896,446.27,3,0.132648,0.0000,0.023800,0.020990,0.026975,0
1897,446.27,3,0.122767,0.0000,0.029300,0.026171,0.032791,0
1898,445.48,3,0.110524,0.0000,0.031500,0.028252,0.035107,0
1899,445.08,3,0.105539,0.0000,0.029600,0.026455,0.033107,0
1900,445.08,3,0.110794,0.0000,0.028500,0.025415,0.031947,0
1901,444.42,3,0.118577,0.0000,0.028200,0.025132,0.031630,0
1902,444.28,3,0.126490,0.0000,0.030000,0.026833,0.033528,0
1903,444.28,3,0.119962,0.0000,0.027700,0.024660,0.031102,0
1904,443.49,3,0.094968,0.0000,0.027700,0.024660,0.031102,0
1905,443.42,17,0.035245,0.0000,0.044100,0.040248,0.048302,0
1906,443.29,17,0.031537,0.0000,0.045200,0.041300,0.049449,0
1907,442.89,17,0.033727,0.0000,0.043400,0.039579,0.047572,0
1908,442.43,17,0.042409,0.0000,0.044100,0.040248,0.048302,0
1909,442.36,17,0.040300,0.0000,0.048000,0.043981,0.052366,0
1910,441.56,17,0.058297,0.0000,0.045200,0.041300,0.049449,0
1911,441.56,17,0.089747,0.0000,0.044600,0.040726,0.048824,0
1912,441.43,17,0.095251,0.0000,0.046800,0.042831,0.051117,0
1913,440.83,17,0.065337,0.0000,0.043800,0.039961,0.047989,0
1914,440.50,17,0.050520,0.0000,0.043400,0.039579,0.047572,0
1915,440.37,17,0.038204,0.0000,0.045500,0.041587,0.049762,0
1916,440.37,17,0.022834,0.0000,0.043900,0.040057,0.048094,0
1917,439.84,17,0.009005,0.0000,0.046400,0.042448,0.050700,0
1918,439.44,17,0.004858,0.0000,0.042100,0.038337,0.046215,0
1919,439.17,17,0.041631,0.0000,0.047500,0.043502,0.051846,0
1920,439.17,17,0.071760,0.0000,0.046200,0.042257,0.050492,0
1921,438.58,17,0.066650,0.0000,0.044300,0.040439,0.048511,0
1922,438.44,17,0.063762,0.0000,0.044500,0.040630,0.048720,0
1923,438.38,17,0.073716,0.0000,0.043400,0.039579,0.047572,0
1924,437.45,17,0.089117,0.0000,0.043700,0.039865,0.047885,0
1925,437.38,17,0.128615,0.0000,0.044400,0.040535,0.048615,0
